"Routing barcode is missing","Falta el código de barras de enrutamiento"
"Same day","El mismo día"
"Sample","Ejemplo"
"Sandbox Mode","Modo de prueba"
"Second Day Service","Servicio de segundo día"
"Secure Gateway URL","URL de Gateway seguro"
"Secureline","Secureline"
"Sender","Remitente"
"Sender city info is missing","Falta la información de la ciudad del remitente"
"Sender contact name is missing","Falta el nombre de contacto del remitente"
"Sender country info is missing","Falta la información del país del remitente"
"Service type does not match","El tipo de servicio no coincide"
"Ship to Applicable Countries","Enviar a países aplicables"
"Ship to Specific Countries","Enviar a países específicos"
"Shipment Contains Hazardous Materials","Envío contiene materiales peligrosos"
"Shipment Dutiable","Sujeto a derechos de aduana"
"Shipment Duty Payment Type","Tipo de pago de impuestos de envío"
"Shipment Type","Tipo de envío"
"Shipment is not available.","El envío no está disponible."
"Shipment picked up","Envío recogido"
"Shipper Number","Número del transportista"
"Shipping Accept XML URL","URL XML de admisión del envío"
"Shipping Confirm XML URL","URL XML de confirmación del envío"
"Shipping Key","Clave de envío"
"Shipping Key (International)","Clave de envío (internacional)"
"Show Method if Not Applicable","Mostrar el método aunque no sea aplicable"
"Signature Required","Firma requerida"
"Size","Tamaño"
"Small Express Box","Caja pequeña urgente"
"Smart Post","Smart Post"
"Sort Order","Ordenación"
"Specific","Específico"
"Sprintline","Sprintline"
"Standard Overnight","Estándar de un día para otro"
"Standard Post","Envío estándar"
"Station","Central"
"Subtotal","Subtotal"
"Subtotal With Discount","Subtotal con descuento"
"The field is applicable if the Smart Post method is selected.","El campo es aplicable si se selecciona el método de publicación inteligente."
"The response is in wrong format.","La respuesta tiene un formato incorrecto."
"There is no available method for selected shipping address.","No existe un método disponible para la dirección de envío seleccionada."
"There is no items in this order","No hay artículos en este pedido"
"Third Party","Terceras partes"
"Title","Título"
"To Lower","Al inferior"
"To Upper","Al superior"
"Tracking XML URL","Seguimiento de URL XML"
"UPS","UPS"
"UPS Expedited","UPS Acelerada"
"UPS Express","UPS Urgente"
"UPS Express Box","UPS Urgente Box"
"UPS Express Early A.M.","UPS Urgente Primera hora de la mañana"
"UPS Express Plus","UPS Urgente Plus"
"UPS Ground","UPS Vía terrestre"
"UPS Letter Envelope","UPS Sobre de carta"
"UPS Next Day Air","UPS Aéreo Entrega al día siguiente"
"UPS Next Day Air Early A.M.","UPS Aéreo Entrega al día siguiente a la primera hora de la mañana"
"UPS Next Day Air Saver","UPS Aéreo Entrega al día siguiente garantizada"
"UPS Saver","UPS garantizada"
"UPS Second Day Air","UPS Aéreo Entrega al final del segundo día laboral"
"UPS Second Day Air A.M.","UPS Aéreo Entrega en la mañana del segundo día laboral"
"UPS Standard","UPS Estándar"
"UPS Three-Day Select","UPS Entrega al final del tercer día laboral"
"UPS Today Dedicated Courrier","UPS Entrega en el día por mensajería dedicada"
"UPS Today Express","UPS Entrega en el día urgente"
"UPS Today Express Saver","UPS Entrega en el día urgente y garantizada"
"UPS Today Intercity","UPS Entrega en el día interurbana"
"UPS Today Standard","UPS Entrega en el día estándar"
"UPS Tube","UPS Tubo"
"UPS Type","UPS Tipo"
"UPS Worldwide 10 kilo","UPS Internacional 10 kilos"
"UPS Worldwide 25 kilo","UPS Internacional 25 kilos"
"UPS Worldwide Expedited","UPS Internacional expedido"
"UPS Worldwide Express","UPS Internacional Express"
"UPS Worldwide Express Plus","UPS Internacional Express Plus"
"UPS Worldwide Express PlusSM","UPS Internacional Express PlusSM"
"UPS Worldwide Saver","UPS Internacional garantizada"
"USPS","USPS"
"USPS GXG Envelopes","USPS GXG Sobres"
"Unable to retrieve tracking","No se puede recuperar el seguimiento."
"United Parcel Service","United Parcel Service"
"United Parcel Service XML","United Parcel Service XML"
"Unknown error","Error desconocido"
"Used only when ""Additional Protection Value"" is set to ""Configuration"". Can contain only numeric amount.","Se usa sólo cuando el ""Valor de protección adicional"" está establecido en ""Configuración"". Sólo puede contener cantidades numéricas. "
"User ID","ID de usuario"
"Variable","Variable"
"Waybill barcode information is missing","Falta la información de albarán del código de barras"
"Weight Unit","Unidad de peso"
"Weight unit is invalid","La unidad de peso no es válida"
"Width","Ancho"
"Worldwide Expedited","Internacional Expedido"
"Worldwide Express","Internacional Urgente"
"Worldwide Express Letter","Internacional Urgente Carta"
"Worldwide Express Plus","Internacional Urgente Plus"
"Worldwide Express Plus Letter","Internacional Urgente Plus Carta"
"Worldwide Express Saver","Internacional Urgente garantizada"
"Wrong Content Type.","Tipo de contenido incorrecto."
"Wrong Region.","Región incorrecta."
"Yes","Sí"
"Your Packaging","Su embalaje"
"Zero shipping charge for '%s'","Cero gastos de envío para '%s'"
"cm","cm"
"inch","pulgada"
